title	label
브로드캐스트 및 멀티캐스트 서비스에 대한 통보 표시자를 전송하기 위해, 기지국은 각각의 식별자를 기초로 랜덤 시퀀스에 서비스를 매핑한다. 기지국은 해시 함수 또는 PN 생성기 및 서비스 식별자를 기초로 각 서비스에 대한 랜덤 시퀀스를 생성한다. 각 랜덤 시퀀스는 각 프레임에서 통보 표시자를 전송하기 위한 특정 위치와 관련된다. 각 랜덤 시퀀스에 대한 통보 표시자의 위치는 나머지 각 랜덤 시퀀스에 대한 통보 표시자의 위치에 대해 랜덤화된다. 이 랜덤 특징은 오 경보 가능성을 줄인다. 각 서비스에 대해 기지국은 각 변화 기간에 통보 표시자를 동일한 통보값으로 설정한다. 기지국은 각 서비스에 대한 통보 표시자를 해당 서비스에 대한 랜덤 시퀀스에 의해 결정된 랜덤 위치에서 전송한다.	0
통신 시스템(100)은 서버가 통신 가능 영역(109) 내에서 브로드캐스트-멀티캐스트 서비스를 시작하라는 요청을 수신할 때 브로드캐스트 애플리케이션 서버(22)에 정체 현상 정보 및 가입자 정보 중 하나 이상을 제공한다. 서버에 정체 현상 정보 및 가입자 정보의 하나 이상을 제공함으로써, 서버는 서비스 기지국(110)을 통해 통신 가능 영역에 전송하기 위하여 요구되거나 또는 통신 가능 영역에 현재 전송되는 다수의 브로드캐스트-멀티캐스트 플로우들 중 하나의 브로드캐스트-멀티캐스트 플로우를 블로킹, 언블로킹, 다운그레이딩 또는 업그레이딩하는 것에 대하여 알려진 지능적 결정을 수행하고 및/또는 통신 가능 영역에 전송된 브로드캐스트-멀티캐스트 플로우들에 새로운 브로드캐스트-멀티캐스트 플로우를 추가하는지의 여부에 관하여 알려진 지능형 결정을 수행할 수 있다.	1
1. 멀티미디어 브로드캐스트 멀티캐스트 유형 서비스(MBMS)를 이동 가입자(UE)에게 제공하는 시스템에서 사용하기 위한 무선 액세스 네트워크(RAN) 노드(RNC/BSC/GANC)에 있어서, 일부는 MBMS에 가입한 이동 가입자 단말기들에 대한 정보를 전송 및 수신하는 하나 이상의 무선 기지국(RBS/노드B)과 통신하는 제1 인터페이스 회로 소자; RAN 노드로 전달하기 위해서 MBMS 데이터를 수신하는 다수의 코어 네트워크 패킷 데이터 노드들과 통신하는 제2 인터페이스 회로 소자; 및 MBMS에 관련된 MBMS 데이터를 RAN 노드에 제공하기 위해서 다수의 코어 네트워크 패킷 데이터 노드들 중 하나를 선택하고, MBMS 데이터를 제공하지 않는 하나 이상의 다른 다수의 코어 네트워크 패킷 데이터 노드를 나타내도록 구성된 프로세싱 회로 소자를 포함하는 것을 특징으로 하는 멀티미디어 브로드캐스트 멀티캐스트 유형 서비스를 이동 가입자에게 제공하는 시스템에서 사용하기 위한 무선 액세스 네트워크 노드.	0
광대역 무선 접속 시스템에서 멀티캐스트 및 브로드캐스트서비스 방송 시작 및 종료 시점 전달 장치 및 방법	1
이동국(MS)에 대한 다중매체 브로드캐스트/멀티캐스트 서비스(Multimedia Broadcast/Multicast Service; MBMS) 세션이 서비스 제공 셀에서 활성 상태에 있지만 인접해 있는 셀에서 불활성 상태에 있을 때 셀 재선택에 기인한 MBMS 세션의 수신시 서비스 갭을 최소화시키는 방법에 있어서, 상기 셀 재선택에 기인한 다중매체 브로드캐스트/멀티캐스트 서비스(MBMS) 세션의 수신시 서비스 갭의 최소화 방법은, 상기 MBMS 세션이 활성 상태에 있는 셀에서의 MBMS 세션을 모니터링하는 단계; 상기 이동국(MS)으로부터 네트워크로 RLC/MAC 메시지를 통해 타깃 셀 ID 및 MBMS 서비스 ID를 송신하는 단계; 상기 RLC/MAC 메시지를 통한 타깃 셀 ID 및 MBMS 서비스 ID를 기반으로 하여 MBMS 세션에 대한 타깃 셀에서의 자원들을 할당하는 단계; 상기 자원들의 할당에 후속하여 상기 네트워크로부터 상기 이동국(MS)으로 MBMS 인접 셀 정보를 전송하는 단계; 및 상기 MBMS 인접 셀 정보의 수신시 상기 타깃 셀에 대하여 상기 MS를 재선택하는 단계를 포함하는 것을 특징으로 하는 셀 재선택에 기인한 다중매체 브로드캐스트/멀티캐스트 서비스(MBMS) 세션의 수신시 서비스 갭의 최소화 방법.	1
통신 시스템 내에 멀티캐스트 서비스를 제공하는 방법 및 그 방법을 구현하기 위한 장치가 본 발명에서 제공된다. 통신 시스템은 적어도 하나의 사용자 장비 및 적어도 하나의 사용자 장비에 서비스를 제공하기 위한 서버를 포함한다. 상기 방법은, 서버에 의해, 멀티캐스트 서비스를 제공하기 위한 멀티미디어 브로드캐스트 멀티캐스트 서비스(Multimedia Broadcast Multicast Service; MBMS) 멀티캐스트 그룹을 결정하는 단계; 서버에 의해, MBMS 멀티캐스트 그룹 내에 있는 사용자 장비들에 MBMS 서비스를 제공하기 위해 요구되는 MBMS 서비스 제어 정보를 진화된 멀티캐스트 브로드캐스트 멀티캐스트 서비스(evolved Multimedia Broadcast Multicast Service; e-MBMS) 네트워크 내의 브로드캐스트 멀티캐스트 서비스 센터(Broadcast Multicast Service Centre; BM-SC)에 전송하는 단계; BM-SC에 의해, 수신된 MBMS 서비스 제어 정보에 기초하여, MBMS 서비스 지역을 결정하고 MBMS 서비스 지역 내에서 MBMS 멀티캐스트 그룹 내에 있는 사용자 장비들에 대하여 MBMS 베어러 구축 절차를 트리거링하는 단계; 서버에 의해, 서비스를 제공하기 위한 데이터를 BM-SC에 포워딩(forwarding)하는 단계; 및 BM-SC에 의해, 구축된 MBMS 베어러를 통해 데이터를 MBMS 멀티캐스트 그룹 내에 있는 사용자 장비들 각각에 분배하는 단계를 포함한다. 본 발명에 따른 방법은, 멀티캐스트가 무선 네트워크에 의해 지원되지 않더라도 MBMS 멀티캐스트 그룹 내에서 멀티캐스트를 수행할 수 있게 한다.	2
본 발명의 다양한 실시 예에 따른 전자 장치는, 카메라, 디스플레이, 통신 모듈, 메모리, 및 상기 카메라, 상기 디스플레이, 상기 통신 모듈 및 상기 메모리에 전기적으로 연결되는 프로세서를 포함하고, 상기 프로세서는 제1 통신 방식에 의해, 상기 전자 장치의 제1 식별 정보를 포함하는 애드버타이징 신호를 주변의 외부 장치에 전송하고, 상기 제1 통신 방식에 의해, 상기 외부 장치의 제2 식별 정보를 포함하는 응답 신호를 수신하고, 이미지를 촬영하는 제1 사용자 입력이 발생하는지를 확인하고, 상기 제1 사용자 입력이 발생하는 경우, 상기 카메라를 통해 수집된 이미지 데이터와 상기 제2 식별 정보를 연계하여 상기 메모리에 저장할 수 있다.	1
개인 휴대폰 번호의 방송 채널화	0
본 발명은 일반적으로 촬영지 위치정보 마킹 기반의 미디어 콘텐츠의 액티브 푸시 제공 기술에 관한 것이다. 더욱 상세하게는, 본 발명은 시청자들이 미디어 콘텐츠를 감상하던 중에 자신이 마음에 드는 영상을 발견하여 특정의 조작을 입력하면 그에 따라 해당 동영상 클립이 생성되고 그에 대한 촬영지 위치정보를 시청자가 입력해주는 조작을 수행해줌으로써 다수의 위치마킹 동영상 클립이 생성되고, 사용자가 이동 중에 촬영지 근방에 접근하게 되면 그 지점에서 촬영하였던 동영상 클립이 사용자의 적극적인 요청 없이도 스마트 단말로 푸시 전송되어 살펴볼 수 있는 환경을 설정해주는 액티브 푸시 제공 기술에 관한 것이다. 본 발명에 따르면 사람들이 이미 인지하고 있는 유명 미디어 콘텐츠들(예: 한류 드라마, 영화, 뮤직비디오)을 활용하여 전국의 각 지역에 대한 홍보 효과를 창출할 수 있는 장점이 있다.	1
무선통신시스템에서 방송 서비스를 위한 존 운용 장치 및방법	0
이동 단말기가 제1 위성 주파수 밴드를 통해 제1 위성으로부터 오디오, 비디오 및/또는 데이터 컨텐트를 받도록 구성되고, 제1 위성 주파수 밴드를 통해 제1 위성으로부터 오디오, 비디오 및/또는 데이터 컨텐트의 수신을 제어하기 위해 제2 위성 주파수 밴드를 통해 제2 위성 및 보조 지상 네트워크와 통신하도록 구성된다. 상기 이동 단말기는 셋톱 박스와 근접해 있을 때 셋톱 박스와도 또한 통신할 수 있다. 셋톱 박스와의 통신은 직접 혹은 중계기를 통해 이루어진다. 셋톱 박스는 또한 중계기를 이용하여 제1 및/또는 제2 위성과 통신할 수 있다. 관련된 방법도 개시된다.	0
본 발명은 차량 간 통신을 통한 차량 충돌 방지 방법 및 그 장치에 관한 것으로, 더욱 상세하게는 차량 간에 안전메시지를 방송메시지 형태로 송신하는 차량 통신 시스템에서 안전메시지의 송신주기를 차량의 주행 환경 및 상황에 따라 가변 제어함으로써 저속 주행 및 근거리 차량 간에 발생하는 충돌은 물론이고 고속 주행 및 원거리 차량 간에 발생하는 충돌을 효과적으로 방지할 수 있는 차량 간 통신을 통한 차량 충돌 방지 방법 및 그 장치에 관한 것이다.이러한 본 발명은 차량에 구비된 이동통신단말을 통해 차량 간에 안전메시지를 방송메시지 형태로 송수신하는 차량 통신 시스템을 이용하여 차량 간 충돌을 방지하는 방법에 있어서, 인접차량으로부터 송신되는 인접차량의 안전메시지를 수신하여 인접차량의 안전메시지에 담긴 인접차량의 위치와 속도를 포함한 주행정보를 기준차량에서 수집하는 단계; 상기 수집된 인접차량의 주행정보에 대응되게 기준차량의 안전메시지 송신주기를 설정하는 단계; 및 상기 설정된 송신주기로 기준차량의 안전메시지를 인접차량으로 송신하는 단계;를 포함하여 구성되는 것을 특징으로 하는 차량 간 통신을 통한 차량 충돌 방지 방법을 기술적 요지로 한다.그리고 본 발명은 차량에 구비된 이동통신 단말을 통해 차량 간에 안전메시지를 방송메시지 형태로 송수신하는 차량 통신 시스템을 이용하여 차량 간 충돌을 방지하는 장치에 있어서, 인접차량으로부터 송신된 인접차량의 안전메시지를 수신하는 수신부; 상기 수신부에서 수신된 상기 인접차량의 안전메시지에 포함된 상기 인접차량의 위치와 속도를 포함한 주행정보에 대응되게 기준차량의 안전메시지 송신주기를 설정하는 설정부; 및 상기 설정부에서 설정된 송신주기에 따라 기준차량의 안전메시지를 인접차량으로 송신하는 송신부;를 포함하여 구성되는 것을 특징으로 하는 차량 간 통신을 통한 차량 충돌 방지 장치도 기술적 요지로 한다.	3
근거리 무선 통신 시스템에 있어서, 미리 설정된 공개 코드를 포함하는 방송 데이터를 전송하는 메인 서비스 장치; 및 미리 설정된 존 내에 위치하는 경우, 상기 공개 코드를 통해 상기 메인 서비스 장치와 동기를 유지하면서 상기 방송 데이터를 재생하는 휴대용 단말을 포함하되, 상기 공개 코드는 상기 휴대용 단말이 미리 설정된 존에 존재하는 메인 서비스 장치를 인식할 수 있도록 하는 정보인 근거리 무선 통신 시스템.	1
1. 발명의 목적은 상술한 바와 같은 문제점을 해결하기 위해 이루어진 것으로서, 사용자로 하여금 행사에 대한 많은 정보를 미리 습득하고 행사에 참여할 수 있도록 유도를 할 수 있는 DMB가 탑재된 내비게이션과 모바일을 이용한 지역정보 안내 시스템 및 그 안내 방법을 제공하는 것이다.	0
미디어 콘텐츠와 관련된 협력자(collaborator)들을 결정하는 방법으로서,콘텐츠 창작자(content creator)로부터 미디어 콘텐츠를 방송하는 세션을 개시하기 위한 요구를 수신하는 단계 - 상기 요구는 상기 세션에 참여할 복수의 사용자를 초청(invite)하고, 방송된 미디어 콘텐츠는 적어도 상기 콘텐츠 창작자의 미디어 디바이스와 상기 복수의 사용자 중의 적어도 하나의 사용자의 미디어 디바이스를 이용하여 상기 세션 동안 캡처됨 -;하드웨어 프로세서를 사용하여, 상기 복수의 사용자 중 한 사용자가 상기 방송된 미디어 콘텐츠의 적어도 부분과 상호작용하였다는 것을 결정하는 단계 - 상기 사용자는 사용자 인증 정보를 제공하는 것과 상기 사용자가 수신된 요구에 초청된 상기 복수의 사용자들 중 하나라고 결정하는 것에 응답하여 상기 방송된 미디어 콘텐츠와 상호작용하는 것이 허용되었음 -;상기 사용자 인증 정보에 기초하여 상기 사용자에 대한 상기 방송된 미디어 콘텐츠의 부분과 관련된 협력자 정보를 결정하는 단계 - 상기 협력자 정보는 상기 사용자 인증 정보에 대응하는 사용자 정보 및 상호작용의 유형에 대응하는 역할(role) 정보를 포함함 -; 및사용자 상호작용 없이, 상기 방송된 미디어 콘텐츠와 관련시키기 위해 상기 콘텐츠 창작자에게 결정된 협력자 정보가 자동으로 제시되게 하는 단계를 포함하는 방법.	1
1. 상술한 바와 같은 목적을 달성하기 위한 본 발명의 실시 예에 따른 컨텐츠 전송 시스템은 적어도 하나의 사용자 단말의 네트워크 접속을 지원하며, 상기 사용자 단말로부터 전송되는 컨텐츠 요청 메시지를 이동 캐시 장치로 전달하고, 상기 이동 캐시 장치로부터 상기 컨텐츠 요청 메시지에 대응하는 컨텐츠가 전달되면, 상기 컨텐츠를 상기 사용자 단말로 전송하는 접속 장치; 및 상기 접속 장치와 연결되며, 상기 접속 장치로부터 상기 컨텐츠 요청 메시지가 전달되면, 상기 컨텐츠 요청 메시지에 대응하는 컨텐츠가 존재하는 지 확인하여 존재하는 경우, 상기 컨텐츠를 상기 사용자 단말로 전송하기 위해, 상기 접속 장치로 전달하는 이동 캐시 장치;를 포함하여 구성될 수 있다.2. 상술한 바와 같은 목적을 달성하기 위한 본 발명의 실시 예에 따른 이동 캐시 장치는 적어도 하나의 사용자 단말의 네트워크 접속을 지원하는 접속 장치와 정보를 송수신하는 인터페이스부; 하나 이상의 컨텐츠를 저장하는 저장부; 및 상기 접속 장치로부터 상기 사용자 단말로부터 전송되는 컨텐츠 요청 메시지가 수신되면, 상기 컨텐츠 요청 메시지에 대응하는 컨텐츠가 상기 저장부에 저장되어 있는지 판단하여, 저장되어 있을 경우, 상기 컨텐츠를 상기 사용자 단말로 전송하기 위해 상기 인터페이스부를 통해 상기 접속 장치로 전달되도록 제어하는 제어부;를 포함하여 이뤄질 수 있다.3. 상술한 바와 같은 목적을 달성하기 위한 본 발명의 실시 예에 따른 어느 하나의 사용자 단말의 네트워크 접속을 지원하는 접속 장치 및 상기 접속 장치와 연결된 이동 캐시 장치를 포함하는 컨텐츠 전송 시스템에서의 컨텐츠 전송 방법에 있어서, 상기 컨텐츠 전송 방법은, 상기 접속 장치가 상기 사용자 단말로부터 메시지를 수신하는 수신 단계; 상기 사용자 단말로부터 수신된 메시지가 컨텐츠 요청 메시지일 경우, 상기 접속 장치가 상기 이동 캐시 장치로 상기 컨텐츠 요청 메시지를 전달하며, 그렇지 않을 경우 상기 메시지를 코어 망으로 전달하는 메시지 전달 단계; 상기 이동 캐시 장치가 상기 접속 장치로부터 상기 컨텐츠 요청 메시지가 전달되면, 상기 컨텐츠 요청 메시지에 대응하는 컨텐츠가 저장되어 있는 지 여부를 판단하는 판단 단계; 및 상기 판단 결과, 상기 컨텐츠가 저장되어 있을 경우, 상기 이동 캐시 장치가 상기 컨텐츠를 상기 사용자 단말로 전송하기 위해, 상기 접속 장치로 상기 컨텐츠를 전달하는 컨텐츠 전달 단계;를 포함하여 이뤄질 수 있다.4. 발명은 상술한 바와 같은 문제점을 해결하기 위한 것으로서, 코어 망(400)으로 사용자 단말(100)로부터 송출되는 컨텐츠를 전달하지 않고, 사용자 단말(100)로 컨텐츠를 제공하기 위해, 도 2에 도시된 바와 같이, 접속 장치(300)와 연결될 수 있는 이동 캐시 장치(500)를 제안한다.	1
1. 발명의 양태는 무선 스테이션들로 콘텐츠를 브로드캐스트 하는 무선 통신 시스템에서 할당된 주파수 스펙트럼의 미사용 영역을 활용하는 방법 및 장치를 제공한다.2. 발명의 실시예는 수신기에서 구현되는 스펙트럼 분석기들을 포함한다.3. 실시예에서, 데이터베이스(1500)는 애드 혹 네트워크 내 무선 스테이션들 각각에 대한 각각의 브로드캐스트 채널을 통해 평가된 간섭 수준들을 포함한다.	0
방송 서비스를 위한 이동통신 시스템에 있어서, 기 설정된 시간 동안 방송 서비스만 사용되면 방송 유휴 상태로 천이되는 휴대용 단말기와, 상기 방송 유휴 상태로 천이될 시, 방송 유휴 상태 단말기 관리부에 상기 휴대용 단말기의 정보를 등록하고 기지국의 데이터베이스에서 상기 휴대용 단말기의 정보를 삭제하는 기지국을 포함하는 것을 특징으로 하는 이동통신 시스템.	0
이동통신사의 기지국 및 액세스 포인트들의 정보를 이용하여 통신 단말의 위치에 따라 차등화된 재난 안내 정보를 제공하기 위한 방송 장치 및 방법이 개시된다. 일 실시예에 따른 방송 장치는, 센서들로부터 센싱 정보를 수신하는 센서 통신부; 상기 수신된 센싱 정보를 기초로 재난 발생 지역을 판단하고 재난 발생 판단부; 상기 재난 발생 지역을 기초로 기지국을 선별하는 기지국 선별부; 상기 선별된 기지국에 접속 중인 통신 단말로부터 주변 액세스 포인트들의 정보를 수신하는 통신 단말 통신부; 상기 주변 액세스 포인트들의 정보와 상기 재난 발생 지역의 액세스 포인트들의 정보의 유사도를 판단하는 유사도 판단부; 및 상기 유사도에 기초하여 상기 통신 단말로 재난 안내 정보를 전송하는 전송부를 포함한다.	0
1. 발명은 통신 시스템에 관한 것으로서, 특히 그룹 통신을 구현하고 그룹 통신 신호들의 전송을 제어하는 방법 및 장치에 관한 것이다.2. 발명은 그룹 통신들(예를 들면, 멀티캐스트 통신들)을 구현하는 방법 및 장치에 관한 것이다.	1
1. 상기 목적을 달성하기 위한 본 발명의 BCMCS(Broadcast Multicast Service) 네트워크를 활용하여 교통정보를 서비스하기 위한 시스템은, 이동통신망의 데이터 서비스 노드에 접속되는 방송 센터로서, 전국 주요 도로의 교통정보 데이터 파일을 IP 멀티캐스트 스트림으로 서비스 가입자의 이동통신 단말기에게 주기적으로 전송하는 컨텐츠 서버와, 서비스 가입자 정보 관리 및 가입자 인증을 담당하며, 교통정보 서비스용 서비스 채널을 생성하는 컨트롤러를 포함하여 구성되는 방송 센터; 실시간 교통정보를 수집 관리하는 시스템인 TICS(Traffic Information and Control System)로부터 제공되는 전국 주요 도로 구간에 대한 교통정보 데이터 파일을 상기 방송 센터로 전달하여 서비스 가입자의 이동통신 단말기로 교통정보가 주기적으로 멀티캐스팅되도록 하며, 이동통신 단말기가 교통정보 서비스 어플리케이션(VM) 구동을 통해 접속하면 최신 교통정보 데이터 파일을 유니캐스트 방식으로 다운로드하여, 이동통신 단말기의 VM 구동 시 다음 멀티캐스팅 전송 주기 이전에 최신 정보를 이용할 수 있도록 하는 교통정보 서비스 서버; 를 포함한다.2. 상기 목적을 달성하기 위한 본 발명의 교통정보 서비스 방법은, 이동통신망의 데이터 서비스 노드에 접속되는 방송 센터와, 교통정보 데이터 파일을 상기 방송 센터로 전달하며 서비스를 제어하는 교통정보 서비스 서버 및 교통정보 서비스 어플리케이션(VM)을 탑재한 이동통신 단말기를 포함하는 교통정보 서비스 시스템에서 BCMCS(Broadcast Multicast Service) 네트워크를 활용하여 교통정보를 서비스하기 위한 방법으로서, 이동통신 가입자의 서비스 가입 요청에 따라, 교통정보 서비스 서버가 이동통신 단말기의 기종 및 LCD 사이즈를 포함하는 단말 정보와, 고객 정보를 제공하는 UAPS(UA Profile System) 및 이동통신 가입자 정보를 관리하는 COIS(Customer Oriented Information System)와 연동하여 서비스 가입 처리를 수행하는 서비스 가입 단계; 상기 방송 센터가 주기적으로 서비스 가입자의 이동통신 단말기에게 전국 주요도로의 실시간 교통정보 데이터 파일을 멀티캐스트 전송하는 멀티캐스트 단계; 상기 이동통신 단말기의 교통정보 서비스 어플리케이션이 구동되면, 상기 교통정보 서비스 서버가 상기 이동통신 단말기로 최신 교통정보 데이터 파일을 다운로드하는 유니캐스트 단계; 를 포함한다.3. 상기 목적을 달성하기 위한 본 발명의 이동통신 단말기는, BCMCS(Broadcast Multicast Service) 네트워크를 활용하여 교통정보를 서비스하기 위한 교통정보 서비스 어플리케이션(VM)을 구비하며, 상기 교통정보 서비스 어플리케이션은, 교통정보 서비스에 대한 전체 동작을 제어하며, 사용자의 키 입력 이벤트를 인식하여 관련 블록을 제어하고, 사용자가 교통정보를 보기를 원하는 도로/구간을 선택할 수 있도록 하는 메뉴 및 서비스 환경 설정 관련 메뉴를 포함하는 메뉴 네비게이션을 처리하는 제어부; VM 구동 시 교통정보 서비스 서버로 접속하여 인증을 요청하고, 정상 인증 시 최신 교통정보 파일 다운로드 URL을 수신하는 가입 인증부; VM 구동 및 인증이 완료됨에 따라, 상기 최신 교통정보 파일 다운로드 URL로 접속하여 전국 주요 도로의 최신 교통정보를 다운로드 받으며, 이동통신망의 데이터 서비스 노드와 연결되는 BCMCS 네트워크의 방송 센터로부터 전국 주요 도로의 실시간 교통정보를 주기적으로 수신하여 교통정보 DB에 저장, 관리하는 교통정보 파일 다운로드부; 상기 제어부의 제어 하에 사용자가 선택한 도로나 구간의 교통정보를 교통정보 DB로부터 추출하고, 추출된 교통정보에 근거하여 리소스 DB의 이미지로 교통정보를 표시하는 이미지 처리부; 상기 제어부의 제어 하에 사용자가 선택한 도로나 구간의 교통정보를 교통정보 DB로부터 추출하고, 추출된 교통정보에 근거하여 각 도로의 서비스 구간/상세 구간의 교통 속도 및 소요 시간 정보를 포함하는 상세 정보를 출력하는 상세 정보 출력부;를 포함한다.	3
1. 발명은 통신 시스템에 관한 것으로서, 특히 통신 시스템에서 멀티캐스트 방송 서비스를 제공하기 위한 페이징 정보 송신 장치 및 방법에 관한 것이다.	0
1. 발명의 목적은 [a] 2 이상의 각 단말기는 멀티미디어 데이터 및 상기 멀티미디어 데이터를 상기 단말기에서 재생하는 형태를 결정하는 개인 장면 묘사 정보(scene description)를 포함하는 개인 회의자료 데이터를 서버로 송신하는 단계; [b] 상기 서버는 상기 2 이상의 개인 회의자료 데이터를 수신하고, 상기 2 이상의 개인 회의자료 데이터에 포함된 2 이상의 멀티미디어 데이터를 상기 각 단말기로 출력할 수 있도록, 상기 각 멀티미디어 데이터에 대응하는 상기 개인 장면 묘사 정보를 수정하여 전체 장면 묘사 정보로 변환하는 단계; 및 [c] 상기 멀티미디어 데이터를 상기 전체 장면 묘사 정보를 기반으로 재구성하는 단계를 포함하는 것을 특징으로 하는 단말기를 통한 회의자료 제공방법 등을 제공하는 것이다.	1
커버리지 외부 브로드캐스트를 관리하는 시스템 및 방법	1
본 발명은 BLE(Bluetooth Low Energy)를 이용한 긴급 메시지 서비스 방법 및 시스템에 관한 것으로, 본 발명에 따른 방법은 긴급 메시지 내용를 포함하는 BLE 애드버타이저 패킷을 수신하는 단계, 수신된 BLE 애드버타이저 패킷의 최초 수신 여부를 확인하는 단계, BLE 애드버타이저 패킷이 최초 수신된 것이면, BLE 애드버타이저 패킷에 포함된 긴급 메시지 내용을 긴급 메시지 대화창에 표시하는 단계, 그리고 BLE 애드버타이저 패킷을 애드버타이징(advertising) 하는 단계를 포함한다. 본 발명에 의하면 2G, 3G, 4G, 5G 등의 이동 데이터 통신이나 와이파이 통신이 되지 않는 네트워크 단절 상황에서도 긴급 메시지를 교환할 수 있다.	0
1. 발명의 실시예에 따르면, 휴대형 디지털 비디오 방송 방통융합 서비스 시스템에서 네트워크가 단말에게 방송 서비스를 제공하는 방법에 있어서, 상기 단말이 요청한 방송 서비스에 관련된 정보인 프로그램 고유 정보/서비스 정보(PSI/SI)를 생성하는 과정과, 상기 단말이 현재 상기 방송 서비스를 수신하고 있는 아이피 플랫폼에서의 상기 방송 서비스에 대한 정보와, 다른 아이피 플랫폼들에서의 상기 방송 서비스에 대응되는 다른 방송 서비스에 대한 정보에 대한 정합 정보를 생성하는 과정과, 상기 생성된 정합 정보를 상기 PSI/SI의 아이피/맥 통지 테이블(INT)에 포함시켜서 상기 단말에게 전송하는 과정을 포함하는 것을 특징으로 한다.2. 발명의 실시예에 따르면, 휴대형 디지털 비디오 방송 방통융합 서비스 시스템에서 단말이 네트워크로부터 방송 서비스를 수신하는 방법에 있어서, 상기 아이피/맥 통지 테이블(INT)을 파싱하여 아이피 플랫폼간의 서비스 정합 정보를 수신하는 과정과, 상기 네트워크 내의 아이피 플랫폼에서 상기 방송 서비스를 수신하는 과정과, 상기 단말이 다른 네트워크로 이동할 것으로 결정하고, 상기 수신한 서비스 정합 정보를 확인하는 과정과, 상기 방송 서비스가 상기 다른 네트워크 내의 상기 아이피 플랫폼에서 수신 가능한지를 확인하고, 수신 가능하지 않으면 상기 서비스 정합 정보로부터 상기 다른 네트워크 내에서 상기 방송 서비스를 제공하는 다른 아아피 플랫폼을 선택하는 과정과, 상기 선택된 다른 아이피 플랫폼으로 전환하여 상기 방송 서비스를 계속 수신하는 과정을 포함하는 것을 특징으로 한다.3. 발명의 실시예에 따르면, 휴대형 디지털 비디오 방송 방통융합 서비스 시스템에서 네트워크가 단말에게 방송 서비스를 제공하는 방법에 있어서, 상기 단말이 요청한 방송 서비스에 관련된 정보인 프로그램 전자 서비스 가이드(ESG)를 생성하는 과정과, 상기 단말이 현재 상기 방송 서비스를 수신하고 있는 아이피 플랫폼에서의 상기 방송 서비스에 대한 정보와, 다른 아이피 플랫폼들에서의 상기 방송 서비스에 대응되는 다른 방송 서비스에 대한 정보에 대한 정합 정보를 생성하는 과정과, 상기 생성된 정합 정보를 상기 ESG에 포함시켜서 상기 단말에게 전송하는 과정을 포함하는 것을 특징으로 한다.4. 발명의 실시예에 따르면, 휴대형 디지털 비디오 방송 방통융합 서비스 시스템에서 단말이 네트워크로부터 방송 서비스를 수신하는 방법에 있어서, 상기 네트워크 내의 아이피 플랫폼에서 상기 방송 서비스를 수신하는 과정과, 상기 방송 서비스의 수신 강도가 소정 임계치 이하로 감소하면, 상기 단말이 아이피/맥 통지 테이블(INT)로부터 상기 방송 서비스에 대한 정보를 확인하는 과정과, 상기 방송 서비스에 대응되는 다른 방송 서비스가 상기 아이피 플랫폼에서 수신 가능한지를 확인하고, 수신 가능하지 않으면 프로그램 전자 서비스 가이드(ESG)로부터 서비스 정합 정보를 확인하는 과정과, 상기 서비스 정합 정보로부터 상기 다른 방송 서비스를 제공하는 다른 아아피 플랫폼을 선택하는 과정과, 상기 선택된 다른 아이피 플랫폼으로 전환하여 상기 다른 방송 서비스를 수신하는 과정을 포함하는 것을 특징으로 한다.5. 발명의 실시예에 따르면, 휴대형 디지털 비디오 방송 방통융합 서비스 시스템에서 단말에게 방송 서비스를 제공하는 네트워크 장치에 있어서, 소스들과 관련 메타데이터로부터 컨텐츠를 수집하는 서비스 어플리케이션부와, 상기 서비스 어플리케이션부에서 수집한 메타데이터로터 방송 서비스에 대한 전자 서비스 가이드 정보(ESG)를 생성하는 ESG 제공부와, 상기 단말에 대한 다른 네트워크로의 이동을 관리하는 이동성 관리부를 포함하며, 상기 네트워크 장치는 방송 서비스에 대한 서비스 정합 정보를 프로그램 고유 정보/서비스 정보(PSI/SI) 또는 상기 ESG에 실어서 상기 단말에게 전송하며, 상기 서비스 정합 정보는 상기 단말이 현재 수신중인 방송 서비스에 대응되며 다른 아이피 플랫폼에서 제공되는 다른 방송 서비스를 나타내는 것을 특징으로 한다.6. 발명의 실시예에 따르면, 휴대형 디지털 비디오 방송 방통융합 서비스 시스템에서 네트워크의 아이피 플랫폼으로부터 방송 서비스를 수신하는 단말 장치에 있어서, 방송 네트워크로부터 방송 서비스를 수신하는 방송 수신기와, 양방향 네트워크로부터 양방향 서비스를 수신하는 양방향 어댑터와, 상기 네트워크에서 다른 네트워크로의 단말의 이동을 관리하는 이동성 관리부를 포함하며, 상기 방송 수신기를 통하여 상기 방송 서비스에 대한 프로그램 고유 정보/서비스 정보(PSI/SI)를 수신하고, 상기 방송 수신기 또는 상기 양방향 어댑터를 통하여 상기 방송 서비스에 대한 전자 서비스 가이드 정보(ESG)를 수신하며, 상기 PSI/SI 또는 상기 ESG에 포함된 상기 단말이 상기 네트워크로부터 현재 수신중인 상기 방송 서비스에 대응되며 상기 다른 네트워크의 다른 아이피 플랫폼에서 제공되는 다른 방송 서비스에 대한 서비스 정합 정보를 수신하는 것을 특징으로 한다.	1
